timestamp,UTC time,launchId,memory,battery,event,msg,d1,d2,d3,d4
1571101398113,2019-10-15T01:03:18.113,1571098784019,26,0.13,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,83
1571101404108,2019-10-15T01:03:24.108,1571098784019,26,0.13,unlocked,Phone/keystore unlocked,,,,84
1571101404114,2019-10-15T01:03:24.114,1571098784019,26,0.13,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,85
1571101467089,2019-10-15T01:04:27.089,1571098784019,25,0.13,locked,Phone/keystore locked,,,,86
1571101467092,2019-10-15T01:04:27.092,1571098784019,25,0.13,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,87
1571101480940,2019-10-15T01:04:40.940,1571098784019,25,0.14,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,88
1571101522154,2019-10-15T01:05:22.154,1571098784019,26,0.15,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,89
1571101583963,2019-10-15T01:06:23.963,1571098784019,26,0.16,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,90
1571101666435,2019-10-15T01:07:46.435,1571098784019,26,0.17,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,91
1571101673623,2019-10-15T01:07:53.623,1571098784019,26,0.17,poll_service,Polling service,,,,92
1571101673625,2019-10-15T01:07:53.625,1571098784019,26,0.17,set_timer,Set timer for 1.0 seconds,1.0,,,93
1571101674700,2019-10-15T01:07:54.700,1571098784019,26,0.17,poll_service,Polling service,,,,94
1571101674702,2019-10-15T01:07:54.702,1571098784019,26,0.17,gps_on,GPS collection on,,,,95
1571101674709,2019-10-15T01:07:54.709,1571098784019,26,0.17,set_timer,Set timer for 59.99591398239136 seconds,59.99591398239136,,,96
1571101728316,2019-10-15T01:08:48.316,1571098784019,26,0.18,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,97
1571101734752,2019-10-15T01:08:54.752,1571098784019,26,0.18,poll_service,Polling service,,,,98
1571101734756,2019-10-15T01:08:54.756,1571098784019,26,0.18,gps_off,GPS collection off,,,,99
1571101734759,2019-10-15T01:08:54.759,1571098784019,26,0.18,set_timer,Set timer for 659.9936900138855 seconds,659.9936900138855,,,100
1571101734767,2019-10-15T01:08:54.767,1571098784019,26,0.18,file_flush,Flushing lines to file,SG00110_gps_1571100953858,63,,101
1571101748860,2019-10-15T01:09:08.860,1571098784019,26,0.19,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,102
1571101810733,2019-10-15T01:10:10.733,1571098784019,26,0.2,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,103
1571101893208,2019-10-15T01:11:33.208,1571098784019,26,0.21,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,104
1571101955006,2019-10-15T01:12:35.006,1571098784019,26,0.22,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,105
1571101996217,2019-10-15T01:13:16.217,1571098784019,26,0.23,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,106
1571102037483,2019-10-15T01:13:57.483,1571098784019,26,0.24,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,107
1571102099354,2019-10-15T01:14:59.354,1571098784019,26,0.25,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,108
1571102160231,2019-10-15T01:16:00.231,1571098784019,22,0.25,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,109
1571102161139,2019-10-15T01:16:01.139,1571098784019,22,0.25,unlocked,Phone/keystore unlocked,,,,110
1571102161144,2019-10-15T01:16:01.144,1571098784019,22,0.25,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,111
1571102168810,2019-10-15T01:16:08.810,1571098784019,22,0.25,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,112
1571102232192,2019-10-15T01:17:12.192,1571098784019,20,0.26,file_flush,Flushing lines to file,SG00110_powerState_1571100953852,1,,113
