timestamp,UTC time,launchId,memory,battery,event,msg,d1,d2,d3,d4
1570489480920,2019-10-07T23:04:40.920,1570469314229,9,0.98,poll_service,Polling service,,,,554
1570489480933,2019-10-07T23:04:40.933,1570469314229,10,0.98,gps_on,GPS collection on,,,,555
1570489480978,2019-10-07T23:04:40.978,1570469314229,12,0.98,set_timer,Set timer for 59.978270053863525 seconds,59.978270053863525,,,556
1570489541028,2019-10-07T23:05:41.028,1570469314229,12,0.98,poll_service,Polling service,,,,557
1570489541030,2019-10-07T23:05:41.030,1570469314229,12,0.98,gps_off,GPS collection off,,,,558
1570489541034,2019-10-07T23:05:41.034,1570469314229,13,0.98,set_timer,Set timer for 659.9972832202911 seconds,659.9972832202911,,,559
1570489541162,2019-10-07T23:05:41.162,1570469314229,13,0.98,file_flush,Flushing lines to file,SG00110_gps_1570488761125,60,,560
1570489625085,2019-10-07T23:07:05.085,1570469314229,12,0.97,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,561
1570489789114,2019-10-07T23:09:49.114,1570469314229,12,0.96,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,562
1570489912054,2019-10-07T23:11:52.054,1570469314229,12,0.95,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,563
1570490034870,2019-10-07T23:13:54.870,1570469314229,12,0.94,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,564
1570490055251,2019-10-07T23:14:15.251,1570469314229,12,0.93,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,565
1570490201128,2019-10-07T23:16:41.128,1570469314229,13,0.93,poll_service,Polling service,,,,566
1570490201130,2019-10-07T23:16:41.130,1570469314229,13,0.93,gps_on,GPS collection on,,,,567
1570490201137,2019-10-07T23:16:41.137,1570469314229,13,0.93,set_timer,Set timer for 59.99224281311035 seconds,59.99224281311035,,,568
1570490219195,2019-10-07T23:16:59.195,1570469314229,13,0.92,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,569
1570490261155,2019-10-07T23:17:41.155,1570469314229,13,0.92,poll_service,Polling service,,,,570
1570490261159,2019-10-07T23:17:41.159,1570469314229,13,0.92,gps_off,GPS collection off,,,,571
1570490261184,2019-10-07T23:17:41.184,1570469314229,13,0.92,set_timer,Set timer for 659.9950921535492 seconds,659.9950921535492,,,572
1570490261195,2019-10-07T23:17:41.195,1570469314229,13,0.92,file_flush,Flushing lines to file,SG00110_gps_1570488761125,61,,573
1570490301832,2019-10-07T23:18:21.832,1570469314229,13,0.91,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,574
1570490507044,2019-10-07T23:21:47.044,1570469314229,13,0.9,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,575
1570490588918,2019-10-07T23:23:08.918,1570469314229,11,0.89,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,576
1570490732416,2019-10-07T23:25:32.416,1570469314229,11,0.88,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,577
1570490814389,2019-10-07T23:26:54.389,1570469314229,12,0.87,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,578
1570490916705,2019-10-07T23:28:36.705,1570469314229,12,0.86,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,579
1570490921219,2019-10-07T23:28:41.219,1570469314229,16,0.86,poll_service,Polling service,,,,580
1570490921233,2019-10-07T23:28:41.233,1570469314229,16,0.86,gps_on,GPS collection on,,,,581
1570490921292,2019-10-07T23:28:41.292,1570469314229,16,0.86,set_timer,Set timer for 59.9304518699646 seconds,59.9304518699646,,,582
1570490957706,2019-10-07T23:29:17.706,1570469314229,19,0.85,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,583
1570490978176,2019-10-07T23:29:38.176,1570469314229,19,0.84,file_flush,Flushing lines to file,SG00110_powerState_1570488761125,1,,584
1570490981315,2019-10-07T23:29:41.315,1570469314229,20,0.84,poll_service,Polling service,,,,585
1570490981316,2019-10-07T23:29:41.316,1570469314229,20,0.84,gps_off,GPS collection off,,,,586
1570490981325,2019-10-07T23:29:41.325,1570469314229,20,0.84,set_timer,Set timer for 659.9953899383545 seconds,659.9953899383545,,,587
1570490981335,2019-10-07T23:29:41.335,1570469314229,20,0.84,file_flush,Flushing lines to file,SG00110_gps_1570488761125,63,,588
1570490982197,2019-10-07T23:29:42.197,1570469314229,20,0.84,uploaded,Uploaded data file,SG00110_ios_log_1570486600427.csv,,,589
1570490982488,2019-10-07T23:29:42.488,1570469314229,21,0.84,uploaded,Uploaded data file,SG00110_powerState_1570486600424.csv,,,590
1570490984340,2019-10-07T23:29:44.340,1570469314229,21,0.84,uploaded,Uploaded data file,SG00110_gps_1570488761125.csv,,,591
1570490984615,2019-10-07T23:29:44.615,1570469314229,21,0.84,uploaded,Uploaded data file,SG00110_ios_log_1570488761119.csv,,,592
1570490984887,2019-10-07T23:29:44.887,1570469314229,21,0.84,uploaded,Uploaded data file,SG00110_powerState_1570488761125.csv,,,593
1570490985406,2019-10-07T23:29:45.406,1570469314229,21,0.84,uploaded,Uploaded data file,SG00110_ios_log_1570488761128.csv,,,594
1570490985416,2019-10-07T23:29:45.416,1570469314229,21,0.84,upload_complete,Upload Complete,6,,,595
1570491060282,2019-10-07T23:31:00.282,1570469314229,15,0.83,file_flush,Flushing lines to file,SG00110_powerState_1570490981404,3,,596
1570491060282,2019-10-07T23:31:00.282,1570469314229,15,0.83,file_create,Create new data file,SG00110_powerState_1570490981404,false,,597
1570491224098,2019-10-07T23:33:44.098,1570469314229,16,0.82,file_flush,Flushing lines to file,SG00110_powerState_1570490981404,1,,598
1570491355383,2019-10-07T23:35:55.383,1570469314229,15,0.82,file_flush,Flushing lines to file,SG00110_powerState_1570490981404,1,,599
1570491355388,2019-10-07T23:35:55.388,1570469314229,15,0.82,locked,Phone/keystore locked,,,,600
1570491387835,2019-10-07T23:36:27.835,1570469314229,15,0.82,unlocked,Phone/keystore unlocked,,,,601
1570491387895,2019-10-07T23:36:27.895,1570469314229,15,0.82,file_flush,Flushing lines to file,SG00110_powerState_1570490981404,1,,602
1570491429217,2019-10-07T23:37:09.217,1570469314229,14,0.81,file_flush,Flushing lines to file,SG00110_powerState_1570490981404,1,,603
1570491449532,2019-10-07T23:37:29.532,1570469314229,15,0.8,file_flush,Flushing lines to file,SG00110_powerState_1570490981404,1,,604
1570491470013,2019-10-07T23:37:50.013,1570469314229,15,0.79,file_flush,Flushing lines to file,SG00110_powerState_1570490981404,1,,605
1570491490520,2019-10-07T23:38:10.520,1570469314229,15,0.78,file_flush,Flushing lines to file,SG00110_powerState_1570490981404,1,,606
1570491613447,2019-10-07T23:40:13.447,1570469314229,11,0.77,file_flush,Flushing lines to file,SG00110_powerState_1570490981404,1,,607
1570491641412,2019-10-07T23:40:41.412,1570469314229,11,0.77,poll_service,Polling service,,,,608
1570491641415,2019-10-07T23:40:41.415,1570469314229,12,0.77,gps_on,GPS collection on,,,,609
1570491641471,2019-10-07T23:40:41.471,1570469314229,12,0.77,set_timer,Set timer for 59.97750782966614 seconds,59.97750782966614,,,610
1570491701510,2019-10-07T23:41:41.510,1570469314229,12,0.77,poll_service,Polling service,,,,611
1570491701513,2019-10-07T23:41:41.513,1570469314229,12,0.77,gps_off,GPS collection off,,,,612
1570491701518,2019-10-07T23:41:41.518,1570469314229,13,0.77,set_timer,Set timer for 659.9956729412079 seconds,659.9956729412079,,,613
1570491701537,2019-10-07T23:41:41.537,1570469314229,13,0.77,file_flush,Flushing lines to file,SG00110_gps_1570490981405,65,,614
