timestamp,UTC time,launchId,memory,battery,event,msg,d1,d2,d3,d4
1571072515099,2019-10-14T17:01:55.099,1571048101763,16,0.06,locked,Phone/keystore locked,,,,519
1571072515106,2019-10-14T17:01:55.106,1571048101763,16,0.06,file_flush,Flushing lines to file,SG00110_powerState_1571071147196,1,,520
1571072536527,2019-10-14T17:02:16.527,1571048101763,16,0.06,unlocked,Phone/keystore unlocked,,,,521
1571072536902,2019-10-14T17:02:16.902,1571048101763,16,0.06,file_flush,Flushing lines to file,SG00110_powerState_1571071147196,1,,522
1571072587035,2019-10-14T17:03:07.035,1571048101763,17,0.06,poll_service,Polling service,,,,523
1571072587038,2019-10-14T17:03:07.038,1571048101763,17,0.06,gps_on,GPS collection on,,,,524
1571072587045,2019-10-14T17:03:07.045,1571048101763,17,0.06,set_timer,Set timer for 59.99350595474243 seconds,59.99350595474243,,,525
1571072647053,2019-10-14T17:04:07.053,1571048101763,17,0.06,poll_service,Polling service,,,,526
1571072647055,2019-10-14T17:04:07.055,1571048101763,17,0.06,gps_off,GPS collection off,,,,527
1571072647074,2019-10-14T17:04:07.074,1571048101763,17,0.06,set_timer,Set timer for 659.9832050800323 seconds,659.9832050800323,,,528
1571072647081,2019-10-14T17:04:07.081,1571048101763,17,0.06,file_flush,Flushing lines to file,SG00110_gps_1571071147198,51,,529
1571072660658,2019-10-14T17:04:20.658,1571048101763,17,0.06,locked,Phone/keystore locked,,,,530
1571072660670,2019-10-14T17:04:20.670,1571048101763,17,0.06,file_flush,Flushing lines to file,SG00110_powerState_1571071147196,1,,531
1571072816471,2019-10-14T17:06:56.471,1571048101763,14,0.06,memory_warn,Application received memory warning,,,,532
1571072816517,2019-10-14T17:06:56.517,1571048101763,17,0.06,unlocked,Phone/keystore unlocked,,,,533
1571072816518,2019-10-14T17:06:56.518,1571048101763,17,0.06,file_flush,Flushing lines to file,SG00110_powerState_1571071147196,1,,534
1571072861347,2019-10-14T17:07:41.347,1571048101763,14,0.06,locked,Phone/keystore locked,,,,535
1571072861437,2019-10-14T17:07:41.437,1571048101763,14,0.06,file_flush,Flushing lines to file,SG00110_powerState_1571071147196,1,,536
1571072954936,2019-10-14T17:09:14.936,1571048101763,13,0.06,unlocked,Phone/keystore unlocked,,,,537
1571072954943,2019-10-14T17:09:14.943,1571048101763,13,0.06,file_flush,Flushing lines to file,SG00110_powerState_1571071147196,1,,538
1571073168176,2019-10-14T17:12:48.176,1571048101763,14,0.05,file_flush,Flushing lines to file,SG00110_powerState_1571071147196,1,,539
1571073208956,2019-10-14T17:13:28.956,1571048101763,14,0.04,file_flush,Flushing lines to file,SG00110_powerState_1571071147196,1,,540
1571073269283,2019-10-14T17:14:29.283,1571048101763,14,0.04,locked,Phone/keystore locked,,,,541
1571073269286,2019-10-14T17:14:29.286,1571048101763,14,0.04,file_flush,Flushing lines to file,SG00110_powerState_1571071147196,1,,542
1571073307149,2019-10-14T17:15:07.149,1571048101763,14,0.04,poll_service,Polling service,,,,543
1571073307154,2019-10-14T17:15:07.154,1571048101763,14,0.04,gps_on,GPS collection on,,,,544
