timestamp,UTC time,launchId,memory,battery,event,msg,d1,d2,d3,d4
1571259623488,2019-10-16T21:00:23.488,1571247603583,31,0.2,file_flush,Flushing lines to file,SG00110_powerState_1571258407441,1,,343
1571259664774,2019-10-16T21:01:04.774,1571247603583,31,0.21,file_flush,Flushing lines to file,SG00110_powerState_1571258407441,1,,344
1571259747261,2019-10-16T21:02:27.261,1571247603583,31,0.2,file_flush,Flushing lines to file,SG00110_powerState_1571258407441,1,,345
1571259767839,2019-10-16T21:02:47.839,1571247603583,31,0.21,file_flush,Flushing lines to file,SG00110_powerState_1571258407441,1,,346
1571259829695,2019-10-16T21:03:49.695,1571247603583,31,0.22,file_flush,Flushing lines to file,SG00110_powerState_1571258407441,1,,347
1571259847272,2019-10-16T21:04:07.272,1571247603583,31,0.22,poll_service,Polling service,,,,348
1571259847273,2019-10-16T21:04:07.273,1571247603583,31,0.22,gps_on,GPS collection on,,,,349
1571259847279,2019-10-16T21:04:07.279,1571247603583,31,0.22,set_timer,Set timer for 59.99575209617615 seconds,59.99575209617615,,,350
1571259870861,2019-10-16T21:04:30.861,1571247603583,22,0.23,file_flush,Flushing lines to file,SG00110_powerState_1571258407441,1,,351
1571259897841,2019-10-16T21:04:57.841,1571247603583,23,0.23,file_flush,Flushing lines to file,SG00110_powerState_1571258407441,1,,352
1571259897841,2019-10-16T21:04:57.841,1571247603583,23,0.23,locked,Phone/keystore locked,,,,353
1571259907359,2019-10-16T21:05:07.359,1571247603583,22,0.23,poll_service,Polling service,,,,354
1571259907364,2019-10-16T21:05:07.364,1571247603583,22,0.23,gps_off,GPS collection off,,,,355
1571259907377,2019-10-16T21:05:07.377,1571247603583,23,0.23,set_timer,Set timer for 659.989752292633 seconds,659.989752292633,,,356
1571259907380,2019-10-16T21:05:07.380,1571247603583,23,0.23,file_flush,Flushing lines to file,SG00110_gps_1571258407441,63,,357
1571259969742,2019-10-16T21:06:09.742,1571247603583,23,0.23,unlocked,Phone/keystore unlocked,,,,358
1571259969754,2019-10-16T21:06:09.754,1571247603583,24,0.23,file_flush,Flushing lines to file,SG00110_powerState_1571258407441,1,,359
1571259973752,2019-10-16T21:06:13.752,1571247603583,23,0.24,file_flush,Flushing lines to file,SG00110_powerState_1571258407441,1,,360
