timestamp,UTC time,launchId,memory,battery,event,msg,d1,d2,d3,d4
1571274061521,2019-10-17T01:01:01.521,1571247603583,28,0.98,file_flush,Flushing lines to file,SG00110_powerState_1571273529647,1,,702
1571274236778,2019-10-17T01:03:56.778,1571247603583,28,0.98,unlocked,Phone/keystore unlocked,,,,703
1571274236780,2019-10-17T01:03:56.780,1571247603583,28,0.98,file_flush,Flushing lines to file,SG00110_powerState_1571273529647,1,,704
1571274245921,2019-10-17T01:04:05.921,1571247603583,28,0.97,file_flush,Flushing lines to file,SG00110_powerState_1571273529647,1,,705
1571274249669,2019-10-17T01:04:09.669,1571247603583,28,0.97,poll_service,Polling service,,,,706
1571274249672,2019-10-17T01:04:09.672,1571247603583,28,0.97,gps_on,GPS collection on,,,,707
1571274249681,2019-10-17T01:04:09.681,1571247603583,28,0.97,set_timer,Set timer for 59.9951651096344 seconds,59.9951651096344,,,708
1571274269498,2019-10-17T01:04:29.498,1571247603583,28,0.97,file_flush,Flushing lines to file,SG00110_gps_1571274269498,21,,709
1571274269498,2019-10-17T01:04:29.498,1571247603583,28,0.97,file_init,Init new data file,SG00110_gps_1571274269498,false,,710
1571274273983,2019-10-17T01:04:33.983,1571247603583,29,0.97,uploaded,Uploaded data file,SG00110_ios_log_1571273529650.csv,,,711
1571274274167,2019-10-17T01:04:34.167,1571247603583,30,0.97,uploaded,Uploaded data file,SG00110_powerState_1571271369300.csv,,,712
1571274274385,2019-10-17T01:04:34.385,1571247603583,30,0.97,uploaded,Uploaded data file,SG00110_powerState_1571273529647.csv,,,713
1571274274807,2019-10-17T01:04:34.807,1571247603583,30,0.97,uploaded,Uploaded data file,SG00110_ios_log_1571271369309.csv,,,714
1571274275051,2019-10-17T01:04:35.051,1571247603583,30,0.97,uploaded,Uploaded data file,SG00110_ios_log_1571271369294.csv,,,715
1571274275234,2019-10-17T01:04:35.234,1571247603583,30,0.97,uploaded,Uploaded data file,SG00110_ios_log_1571273529639.csv,,,716
