timestamp,UTC time,launchId,memory,battery,event,msg,d1,d2,d3,d4
1571266834230,2019-10-16T23:00:34.230,1571247603583,20,0.95,file_flush,Flushing lines to file,SG00110_powerState_1571264888306,1,,557
1571267048607,2019-10-16T23:04:08.607,1571247603583,15,0.95,poll_service,Polling service,,,,558
1571267048618,2019-10-16T23:04:08.618,1571247603583,16,0.95,gps_on,GPS collection on,,,,559
1571267048687,2019-10-16T23:04:08.687,1571247603583,18,0.95,set_timer,Set timer for 59.93437194824219 seconds,59.93437194824219,,,560
1571267048954,2019-10-16T23:04:08.954,1571247603583,24,0.95,file_flush,Flushing lines to file,SG00110_gps_1571267048953,3,,561
1571267048954,2019-10-16T23:04:08.954,1571247603583,24,0.95,file_init,Init new data file,SG00110_gps_1571267048953,false,,562
1571267049736,2019-10-16T23:04:09.736,1571247603583,27,0.95,uploaded,Uploaded data file,SG00110_ios_log_1571264888302.csv,,,563
1571267050383,2019-10-16T23:04:10.383,1571247603583,27,0.95,uploaded,Uploaded data file,SG00110_gps_1571264888306.csv,,,564
1571267050625,2019-10-16T23:04:10.625,1571247603583,27,0.95,uploaded,Uploaded data file,SG00110_powerState_1571264888306.csv,,,565
1571267051034,2019-10-16T23:04:11.034,1571247603583,27,0.95,uploaded,Uploaded data file,SG00110_ios_log_1571264888314.csv,,,566
1571267051047,2019-10-16T23:04:11.047,1571247603583,27,0.95,upload_complete,Upload Complete,4,,,567
1571267060380,2019-10-16T23:04:20.380,1571247603583,27,0.96,file_flush,Flushing lines to file,SG00110_powerState_1571267048955,3,,568
1571267060380,2019-10-16T23:04:20.380,1571247603583,27,0.96,file_create,Create new data file,SG00110_powerState_1571267048955,false,,569
1571267067969,2019-10-16T23:04:27.969,1571247603583,26,0.96,locked,Phone/keystore locked,,,,570
1571267067972,2019-10-16T23:04:27.972,1571247603583,26,0.96,file_flush,Flushing lines to file,SG00110_powerState_1571267048955,1,,571
1571267108659,2019-10-16T23:05:08.659,1571247603583,28,0.96,poll_service,Polling service,,,,572
1571267108665,2019-10-16T23:05:08.665,1571247603583,28,0.96,gps_off,GPS collection off,,,,573
1571267108685,2019-10-16T23:05:08.685,1571247603583,28,0.96,set_timer,Set timer for 659.9915721416473 seconds,659.9915721416473,,,574
1571267108703,2019-10-16T23:05:08.703,1571247603583,28,0.96,file_flush,Flushing lines to file,SG00110_gps_1571267048955,62,,575
1571267108703,2019-10-16T23:05:08.703,1571247603583,28,0.96,file_create,Create new data file,SG00110_gps_1571267048955,false,,576
1571267127582,2019-10-16T23:05:27.582,1571247603583,20,0.96,unlocked,Phone/keystore unlocked,,,,577
1571267127587,2019-10-16T23:05:27.587,1571247603583,21,0.96,file_flush,Flushing lines to file,SG00110_powerState_1571267048955,1,,578
1571267205310,2019-10-16T23:06:45.310,1571247603583,20,0.96,file_flush,Flushing lines to file,SG00110_powerState_1571267048955,1,,579
1571267485146,2019-10-16T23:11:25.146,1571247603583,16,0.96,memory_warn,Application received memory warning,,,,580
1571267768712,2019-10-16T23:16:08.712,1571247603583,16,0.96,poll_service,Polling service,,,,581
1571267768715,2019-10-16T23:16:08.715,1571247603583,17,0.96,gps_on,GPS collection on,,,,582
1571267768774,2019-10-16T23:16:08.774,1571247603583,19,0.96,set_timer,Set timer for 59.941097021102905 seconds,59.941097021102905,,,583
1571267828836,2019-10-16T23:17:08.836,1571247603583,15,0.96,poll_service,Polling service,,,,584
