timestamp,UTC time,question id,survey id,question type,question text,question answer options,answer,event
1570374150795,2019-10-06T15:02:30.795,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycar,changed
1570374150960,2019-10-06T15:02:30.960,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare,changed
1570374153813,2019-10-06T15:02:33.813,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare ,changed
1570374154475,2019-10-06T15:02:34.475,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare,changed
1570374156333,2019-10-06T15:02:36.333,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare ,changed
1570374156457,2019-10-06T15:02:36.457,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare a,changed
1570374156591,2019-10-06T15:02:36.591,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare an,changed
1570374156730,2019-10-06T15:02:36.730,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and,changed
1570374156813,2019-10-06T15:02:36.813,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and ,changed
1570374158397,2019-10-06T15:02:38.397,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and n,changed
1570374160279,2019-10-06T15:02:40.279,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and no,changed
1570374160445,2019-10-06T15:02:40.445,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not,changed
1570374160552,2019-10-06T15:02:40.552,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not ,changed
1570374160844,2019-10-06T15:02:40.844,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not h,changed
1570374160975,2019-10-06T15:02:40.975,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not ha,changed
1570374161109,2019-10-06T15:02:41.109,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not hav,changed
1570374161245,2019-10-06T15:02:41.245,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not have,changed
1570374161349,2019-10-06T15:02:41.349,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not have ,changed
1570374161542,2019-10-06T15:02:41.542,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not have t,changed
1570374161642,2019-10-06T15:02:41.642,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not have to,changed
1570374161908,2019-10-06T15:02:41.908,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not have to ,changed
1570374162244,2019-10-06T15:02:42.244,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not have to w,changed
1570374162430,2019-10-06T15:02:42.430,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not have to wa,changed
1570374162525,2019-10-06T15:02:42.525,de7be8e5-3afc-4953-9d72-addb7580d0ed,ybxXQ6h8kTfEcF3ZR3bZafAr,free_response,Did access to Uber credits help your family in other ways?  Please comment below,Text-field input type = MULTI_LINE_TEXT,Helped me get my son to daycare and not have to wal,changed
